method,budget,reviewed_count,review_rate,coverage,selective_accuracy,selective_risk,selective_macro_f1,detected_false_supports,missed_false_supports,incorrectly_reviewed_correct_supports,error_detection_precision,error_detection_recall,accepted_support_predictions,accepted_support_precision,accepted_false_support_rate,oracle_review_accuracy_upper_bound
kg_evidence_state_only,0.04,26,0.043333333333333335,0.9566666666666667,0.5853658536585366,0.41463414634146345,0.5822861710631494,11,34,15,0.4230769230769231,0.24444444444444444,107,0.6822429906542056,0.3177570093457944,0.6033333333333334
kg_evidence_state_only,0.05,32,0.05333333333333334,0.9466666666666667,0.5809859154929577,0.41901408450704225,0.5751433139202923,11,34,21,0.34375,0.24444444444444444,101,0.6633663366336633,0.33663366336633666,0.6033333333333334
kg_evidence_state_only,0.06,37,0.06166666666666667,0.9383333333333334,0.5808170515097691,0.41918294849023086,0.5735670748458473,13,32,24,0.35135135135135137,0.28888888888888886,96,0.6666666666666667,0.3333333333333333,0.6066666666666667
kg_evidence_state_only,0.07,43,0.07166666666666667,0.9283333333333333,0.5798922800718133,0.42010771992818674,0.5700928963163919,15,30,28,0.3488372093023256,0.3333333333333333,90,0.6666666666666667,0.3333333333333333,0.61
kg_evidence_state_only,0.08,52,0.08666666666666667,0.9133333333333333,0.5821167883211679,0.41788321167883213,0.5695367379224604,20,25,32,0.38461538461538464,0.4444444444444444,81,0.691358024691358,0.30864197530864196,0.6183333333333333
kg_evidence_state_only,0.09,58,0.09666666666666666,0.9033333333333333,0.584870848708487,0.41512915129151295,0.5704518293481068,24,21,34,0.41379310344827586,0.5333333333333333,75,0.72,0.28,0.625
kg_evidence_state_only,0.1,63,0.105,0.895,0.5865921787709497,0.4134078212290503,0.5707039703356461,27,18,36,0.42857142857142855,0.6,70,0.7428571428571429,0.2571428571428571,0.63
kg_evidence_state_only,0.11,69,0.115,0.885,0.5875706214689266,0.4124293785310734,0.5688664421997756,30,15,39,0.43478260869565216,0.6666666666666666,64,0.765625,0.234375,0.635
kg_evidence_state_only,0.12,74,0.12333333333333334,0.8766666666666667,0.591254752851711,0.40874524714828897,0.5724225763364706,34,11,40,0.4594594594594595,0.7555555555555555,59,0.8135593220338984,0.1864406779661017,0.6416666666666667
kg_evidence_state_only,0.13,79,0.13166666666666665,0.8683333333333333,0.5892514395393474,0.41074856046065256,0.566744832176329,35,10,44,0.4430379746835443,0.7777777777777778,54,0.8148148148148149,0.18518518518518517,0.6433333333333333
kg_evidence_state_only,0.14,85,0.14166666666666666,0.8583333333333333,0.5844660194174758,0.4155339805825242,0.5550084204399173,35,10,50,0.4117647058823529,0.7777777777777778,48,0.7916666666666666,0.20833333333333334,0.6433333333333333
