seed,fold,task,model,count,accuracy,macro_f1,irrelevant_precision,irrelevant_recall,irrelevant_f1,irrelevant_support,partial_precision,partial_recall,partial_f1,partial_support,relevant_precision,relevant_recall,relevant_f1,relevant_support,non_actionable_precision,non_actionable_recall,non_actionable_f1,non_actionable_support,actionable_precision,actionable_recall,actionable_f1,actionable_support
37,5,path_relevance,random_forest,110,0.6818181818181818,0.4681120144534779,0.7045454545454546,0.6739130434782609,0.6888888888888889,46,0.6984126984126984,0.7333333333333333,0.7154471544715447,60,0.0,0.0,0.0,4,,,,,,,,
37,5,actionability,majority_baseline,110,0.8181818181818182,0.45,,,,,,,,,,,,,0.8181818181818182,1.0,0.9,90,0.0,0.0,0.0,20
37,5,actionability,rule_baseline,110,0.8272727272727273,0.6772200772200773,,,,,,,,,,,,,0.8736842105263158,0.9222222222222223,0.8972972972972973,90,0.5333333333333333,0.4,0.45714285714285713,20
37,5,actionability,logistic_regression,110,0.7181818181818181,0.5519642622520037,,,,,,,,,,,,,0.8390804597701149,0.8111111111111111,0.8248587570621468,90,0.2608695652173913,0.3,0.27906976744186046,20
37,5,actionability,random_forest,110,0.8636363636363636,0.6615384615384616,,,,,,,,,,,,,0.8571428571428571,1.0,0.9230769230769231,90,1.0,0.25,0.4,20
53,1,path_relevance,majority_baseline,95,0.5157894736842106,0.22685185185185186,0.0,0.0,0.0,43,0.5157894736842106,1.0,0.6805555555555556,49,0.0,0.0,0.0,3,,,,,,,,
53,1,path_relevance,rule_baseline,95,0.4631578947368421,0.3115193264446996,0.0,0.0,0.0,43,0.49411764705882355,0.8571428571428571,0.6268656716417911,49,0.2,0.6666666666666666,0.3076923076923077,3,,,,,,,,
53,1,path_relevance,logistic_regression,95,0.6210526315789474,0.5840932117527862,0.6274509803921569,0.7441860465116279,0.6808510638297872,43,0.6857142857142857,0.4897959183673469,0.5714285714285714,49,0.3333333333333333,1.0,0.5,3,,,,,,,,
53,1,path_relevance,random_forest,95,0.6736842105263158,0.6966191454230599,0.64,0.7441860465116279,0.6881720430107527,43,0.725,0.5918367346938775,0.651685393258427,49,0.6,1.0,0.75,3,,,,,,,,
53,1,actionability,majority_baseline,95,0.8526315789473684,0.4602272727272727,,,,,,,,,,,,,0.8526315789473684,1.0,0.9204545454545454,81,0.0,0.0,0.0,14
53,1,actionability,rule_baseline,95,0.8315789473684211,0.6184738955823293,,,,,,,,,,,,,0.8823529411764706,0.9259259259259259,0.9036144578313253,81,0.4,0.2857142857142857,0.3333333333333333,14
53,1,actionability,logistic_regression,95,0.8315789473684211,0.736842105263158,,,,,,,,,,,,,0.9577464788732394,0.8395061728395061,0.8947368421052632,81,0.4583333333333333,0.7857142857142857,0.5789473684210527,14
53,1,actionability,random_forest,95,0.8736842105263158,0.7326454033771107,,,,,,,,,,,,,0.9156626506024096,0.9382716049382716,0.926829268292683,81,0.5833333333333334,0.5,0.5384615384615384,14
53,2,path_relevance,majority_baseline,94,0.43617021276595747,0.20246913580246914,0.0,0.0,0.0,47,0.43617021276595747,1.0,0.6074074074074074,41,0.0,0.0,0.0,6,,,,,,,,
53,2,path_relevance,rule_baseline,94,0.425531914893617,0.27104377104377103,0.0,0.0,0.0,47,0.42857142857142855,0.9512195121951219,0.5909090909090909,41,0.3333333333333333,0.16666666666666666,0.2222222222222222,6,,,,,,,,
53,2,path_relevance,logistic_regression,94,0.7021276595744681,0.6083906071019473,0.76,0.8085106382978723,0.7835051546391752,47,0.7352941176470589,0.6097560975609756,0.6666666666666666,41,0.3,0.5,0.375,6,,,,,,,,
53,2,path_relevance,random_forest,94,0.574468085106383,0.5050322061191627,0.5882352941176471,0.851063829787234,0.6956521739130435,47,0.5217391304347826,0.2926829268292683,0.375,41,0.6666666666666666,0.3333333333333333,0.4444444444444444,6,,,,,,,,
